anime_id,image_url
31698,https://myanimelist.cdn-dena.com/images/anime/4/76386.jpg
31972,https://myanimelist.cdn-dena.com/images/anime/4/76910.jpg
4804,https://myanimelist.cdn-dena.com/images/anime/13/74022.jpg
8719,https://myanimelist.cdn-dena.com/images/anime/4/24063.jpg
1160,https://myanimelist.cdn-dena.com/images/anime/3/20326.jpg
353,https://myanimelist.cdn-dena.com/images/anime/2/40407.jpg
26349,https://myanimelist.cdn-dena.com/images/anime/7/75287.jpg
2762,https://myanimelist.cdn-dena.com/images/anime/9/62909.jpg
32792,https://myanimelist.cdn-dena.com/images/anime/12/78633.jpg
15809,https://myanimelist.cdn-dena.com/images/anime/3/50177.jpg
11049,https://myanimelist.cdn-dena.com/images/anime/9/30641.jpg
3627,https://myanimelist.cdn-dena.com/images/anime/9/75306.jpg
33126,https://myanimelist.cdn-dena.com/images/anime/10/79581.jpg
30814,https://myanimelist.cdn-dena.com/images/anime/2/74281.jpg
20085,https://myanimelist.cdn-dena.com/images/anime/6/53529.jpg
2205,https://myanimelist.cdn-dena.com/images/anime/11/21537.jpg
17535,https://myanimelist.cdn-dena.com/images/anime/8/50101.jpg
1151,https://myanimelist.cdn-dena.com/images/anime/8/60807.jpg
2025,https://myanimelist.cdn-dena.com/images/anime/5/19570.jpg
15125,https://myanimelist.cdn-dena.com/images/anime/8/56463.jpg
7193,https://myanimelist.cdn-dena.com/images/anime/10/17471.jpg
27621,https://myanimelist.cdn-dena.com/images/anime/3/66851.jpg
10149,https://myanimelist.cdn-dena.com/images/anime/7/27961.jpg
13585,https://myanimelist.cdn-dena.com/images/anime/11/38181.jpg
1969,https://myanimelist.cdn-dena.com/images/anime/1/1969.jpg
3813,https://myanimelist.cdn-dena.com/images/anime/12/6782.jpg
22295,https://myanimelist.cdn-dena.com/images/anime/2/69969.jpg
8518,https://myanimelist.cdn-dena.com/images/anime/6/23015.jpg
808,https://myanimelist.cdn-dena.com/images/anime/9/26728.jpg
6890,https://myanimelist.cdn-dena.com/images/anime/11/15994.jpg
35507,https://myanimelist.cdn-dena.com/images/anime/5/86830.jpg
1547,https://myanimelist.cdn-dena.com/images/anime/7/18652.jpg
6907,https://myanimelist.cdn-dena.com/images/anime/5/16021.jpg
35328,https://myanimelist.cdn-dena.com/images/anime/11/85082.jpg
2884,https://myanimelist.cdn-dena.com/images/anime/2/4034.jpg
32933,https://myanimelist.cdn-dena.com/images/anime/12/79020.jpg
34432,https://myanimelist.cdn-dena.com/images/anime/3/82956.jpg
37150,https://myanimelist.cdn-dena.com/images/anime/1920/90166.jpg
13677,https://myanimelist.cdn-dena.com/images/anime/12/61139.jpg
4250,https://myanimelist.cdn-dena.com/images/anime/10/7890.jpg
7836,https://myanimelist.cdn-dena.com/images/anime/8/19012.jpg
12663,https://myanimelist.cdn-dena.com/images/anime/11/35537.jpg
13169,https://myanimelist.cdn-dena.com/images/anime/11/50405.jpg
3707,https://myanimelist.cdn-dena.com/images/anime/10/33423.jpg
18819,https://myanimelist.cdn-dena.com/images/anime/4/50211.jpg
9074,https://myanimelist.cdn-dena.com/images/anime/12/59199.jpg
35503,https://myanimelist.cdn-dena.com/images/anime/8/89944.jpg
446,https://myanimelist.cdn-dena.com/images/anime/9/23693.jpg
1379,https://myanimelist.cdn-dena.com/images/anime/5/73888.jpg
1693,https://myanimelist.cdn-dena.com/images/anime/2/7363.jpg
37789,https://myanimelist.cdn-dena.com/images/anime/1763/92078.jpg
22197,https://myanimelist.cdn-dena.com/images/anime/4/59177.jpg
15819,https://myanimelist.cdn-dena.com/images/anime/3/45070.jpg
25441,https://myanimelist.cdn-dena.com/images/anime/2/64845.jpg
30392,https://myanimelist.cdn-dena.com/images/anime/12/72757.jpg
2476,https://myanimelist.cdn-dena.com/images/anime/8/86373.jpg
19871,https://myanimelist.cdn-dena.com/images/anime/3/53241.jpg
18,https://myanimelist.cdn-dena.com/images/anime/12/43927.jpg
10236,https://myanimelist.cdn-dena.com/images/anime/12/28221.jpg
3194,https://myanimelist.cdn-dena.com/images/anime/6/69743.jpg
31014,https://myanimelist.cdn-dena.com/images/anime/13/74565.jpg
5060,https://myanimelist.cdn-dena.com/images/anime/5/75791.jpg
5322,https://myanimelist.cdn-dena.com/images/anime/7/10813.jpg
546,https://myanimelist.cdn-dena.com/images/anime/11/75506.jpg
22617,https://myanimelist.cdn-dena.com/images/anime/9/58957.jpg
5466,https://myanimelist.cdn-dena.com/images/anime/5/87883.jpg
33915,https://myanimelist.cdn-dena.com/images/anime/5/81611.jpg
7625,https://myanimelist.cdn-dena.com/images/anime/4/59719.jpg
33135,
10244,https://myanimelist.cdn-dena.com/images/anime/12/28228.jpg
5624,https://myanimelist.cdn-dena.com/images/anime/2/11616.jpg
34644,https://myanimelist.cdn-dena.com/images/anime/8/83585.jpg
6653,https://myanimelist.cdn-dena.com/images/anime/6/15279.jpg
33154,https://myanimelist.cdn-dena.com/images/anime/6/79641.jpg
10249,https://myanimelist.cdn-dena.com/images/anime/2/28233.jpg
2618,https://myanimelist.cdn-dena.com/images/anime/11/56123.jpg
35982,https://myanimelist.cdn-dena.com/images/anime/12/87464.jpg
1921,https://myanimelist.cdn-dena.com/images/anime/3/78231.jpg
31599,https://myanimelist.cdn-dena.com/images/anime/12/76178.jpg
1105,https://myanimelist.cdn-dena.com/images/anime/12/17437.jpg
31073,https://myanimelist.cdn-dena.com/images/anime/13/79762.jpg
9754,https://myanimelist.cdn-dena.com/images/anime/6/27015.jpg
33217,https://myanimelist.cdn-dena.com/images/anime/2/80005.jpg
14889,https://myanimelist.cdn-dena.com/images/anime/10/40905.jpg
29830,https://myanimelist.cdn-dena.com/images/anime/10/76022.jpg
23475,https://myanimelist.cdn-dena.com/images/anime/9/60597.jpg
1259,https://myanimelist.cdn-dena.com/images/anime/5/5952.jpg
459,https://myanimelist.cdn-dena.com/images/anime/5/20925.jpg
18533,https://myanimelist.cdn-dena.com/images/anime/12/49585.jpg
26337,https://myanimelist.cdn-dena.com/images/anime/7/66275.jpg
26301,https://myanimelist.cdn-dena.com/images/anime/11/66239.jpg
790,https://myanimelist.cdn-dena.com/images/anime/11/6259.jpg
2661,https://myanimelist.cdn-dena.com/images/anime/11/72418.jpg
31486,https://myanimelist.cdn-dena.com/images/anime/7/77175.jpg
1130,https://myanimelist.cdn-dena.com/images/anime/12/25497.jpg
10016,https://myanimelist.cdn-dena.com/images/anime/11/29055.jpg
4918,https://myanimelist.cdn-dena.com/images/anime/12/25079.jpg
33095,https://myanimelist.cdn-dena.com/images/anime/10/82947.jpg
1149,https://myanimelist.cdn-dena.com/images/anime/11/75167.jpg
37208,https://myanimelist.cdn-dena.com/images/anime/1564/90277.jpg
8290,https://myanimelist.cdn-dena.com/images/anime/11/23942.jpg
3747,https://myanimelist.cdn-dena.com/images/anime/12/29375.jpg
30199,https://myanimelist.cdn-dena.com/images/anime/4/72264.jpg
33670,https://myanimelist.cdn-dena.com/images/anime/11/80957.jpg
10218,https://myanimelist.cdn-dena.com/images/anime/12/62179.jpg
